142,3
3,108
108,198
198,89
89,178
178,108
108,112
112,84
84,129
129,84
84,176
176,84
84,163
163,133
133,84
84,142
84,31
31,181
181,35
35,108
108,230
230,108
108,133
133,200
200,142
84,57
57,3
3,133
133,129
129,200
200,84
84,19
19,198
198,87
