84,121
121,133
133,163
163,84
84,142
142,191
191,221
221,84
84,108
108,198
198,3
3,133
133,198
198,84
121,129
129,163
198,89
89,191
191,3
3,129
129,31
31,129
129,198
198,170
170,13
13,133
108,129
84,31
31,133
84,174
174,84
